MTS793|MPT|ENG|1|2|.|/|:|44|1|1|A

Data Acquisition						Time:	240.79932	s	29/10/2021 14:44:29
Time	1000 kN Displacement	1000 kN Force	Ex D1	Ex D2	1000 kN Count
s	mm	N	mm	mm	segments
50.709961	11.65651	14274.587	0.00054985285	-0.0087708235	2
50.810059	11.6561	14390.607	0.00068992376	-0.0089719892	2
50.910156	11.658067	14514.988	0.00063180923	-0.0090360641	2
51.010254	11.65878	14635.915	0.00029355288	-0.0088736415	2
51.110352	11.660995	14759.26	0.00045746565	-0.0093817711	2
51.210449	11.66181	14888.39	0.00053048134	-0.0096410513	2
51.310547	11.662784	15013.133	0.00052452087	-0.0095784664	2
51.410645	11.663729	15138.396	0.00065416098	-0.0095456839	2
51.510742	11.663705	15270.896	0.00015646219	-0.0097215176	2
51.61084	11.664958	15401.35	0.00038444996	-0.0099748373	2
51.710938	11.66532	15545.392	0.00046938658	-0.010359287	2
51.811035	11.667316	15693.796	0.00044256449	-0.010380149	2
51.911133	11.66683	15845.972	0.00056624413	-0.010207295	2
52.01123	11.669437	16025.377	0.00029504299	-0.010433793	2
52.111328	11.668921	16185.314	0.00039041042	-0.010472536	2
52.211426	11.671701	16340.02	0.00057369471	-0.010451674	2
52.311523	11.671808	16503.877	0.00041872263	-0.010739267	2
52.411621	11.673038	16663.838	0.00085383654	-0.011144578	2
52.511719	11.675604	16812.42	0.00037699938	-0.011238456	2
52.611816	11.676222	16962.031	0.00029206276	-0.011393428	2
52.711914	11.677684	17115.311	0.00055283308	-0.011448562	2
52.812012	11.679103	17265.42	0.00081807375	-0.011302531	2
52.912109	11.680054	17418.035	0.00022947788	-0.011986494	2
53.012207	11.682175	17558.787	0.00061392784	-0.012022257	2
53.112305	11.681943	17698.191	0.00050216913	-0.011911988	2
53.212402	11.682377	17846.564	0.00082850456	-0.012220442	2
53.3125	11.683862	17983.686	0.00039041042	-0.012339652	2
53.412598	11.684658	18136.973	0.00050216913	-0.012622774	2
53.512695	11.686244	18258.318	0.00074356794	-0.012603402	2
53.612793	11.686428	18374.457	0.00048428774	-0.012636185	2
53.712891	11.688615	18511.16	0.00022649765	-0.013044477	2
53.812988	11.687528	18663.699	0.00036209822	-0.012867153	2
53.913086	11.690391	18785.039	0.00025331974	-0.01334697	2
54.013184	11.690433	18909.213	0.00056028366	-0.013209879	2
54.113281	11.691312	19055.064	0.00020861626	-0.013354421	2
54.213379	11.692802	19179.316	0.0005364418	-0.013428926	2
54.313477	11.693825	19307.172	0.00017434359	-0.013561547	2
54.413574	11.695256	19435.332	0.00038146973	-0.013867021	2
54.513672	11.695251	19567.57	0.00034123659	-0.013691187	2
54.61377	11.695375	19685.838	0.00051409006	-0.013852119	2
54.713867	11.697074	19810.84	0.00023692846	-0.014027953	2
54.813965	11.697116	19952.924	0.00028014183	-0.014190376	2
54.914063	11.697876	20074.344	0.00030100346	-0.014199317	2
55.01416	11.700496	20218.541	0.0002682209	-0.014348328	2
55.114258	11.700751	20372.912	0.00041425228	-0.014813244	2
55.214355	11.702011	20542.988	0.00030845404	-0.014838576	2
55.314453	11.702926	20737.416	0.00066310167	-0.014854968	2
55.414551	11.704191	20900.66	0.00030994415	-0.014874339	2
55.514648	11.704375	21059.717	0.00025480986	-0.015063584	2
55.614746	11.706229	21233.107	0.00032186508	-0.015316904	2
55.714844	11.70756	21440.443	0.00024884939	-0.015805662	2
55.814941	11.708189	21595.344	0.00049173832	-0.01565516	2
55.915039	11.709704	21774.816	0.00046938658	-0.015738606	2
56.015137	11.710964	21922.883	0.00031143427	-0.015875697	2
56.115234	11.712152	22097.172	0.00037103891	-0.016383827	2
56.215332	11.712936	22259.605	0.00020414591	-0.016209483	2
56.31543	11.712729	22420.184	0.00056922436	-0.016655028	2
56.415527	11.713578	22577.98	0.00013411045	-0.017049909	2
56.515625	11.715324	22742.789	0.00014603138	-0.01719445	2
56.615723	11.716507	22895.895	0.00042170286	-0.017249584	2
56.71582	11.716899	23068.135	0.00051558018	-0.017404556	2
56.815918	11.718883	23214.814	0.0007584691	-0.017525256	2
56.916016	11.719234	23375.465	0.00057220459	-0.018031895	2
57.016113	11.720659	23532.688	0.0006839633	-0.017739832	2
57.116211	11.720695	23691.396	0.000461936	-0.01808852	2
57.216309	11.721931	23833.881	0.00024288893	-0.018273294	2
57.316406	11.723784	23988.352	0.00034719706	-0.018195808	2
57.416504	11.723291	24143.066	0.00051856041	-0.01847744	2
57.516602	11.725287	24291.658	0.00026226044	-0.018666685	2
57.616699	11.725827	24447.928	0.00051707029	-0.018711388	2
57.716797	11.729083	24604.953	0.00051110983	-0.019067526	2
57.816895	11.728875	24766.154	0.00049620867	-0.019235909	2
57.916992	11.729582	24914.281	0.00072419643	-0.019477308	2
58.01709	11.730468	25080.814	0.00022053719	-0.019577146	2
58.117188	11.729767	25248.131	0.00013113022	-0.019666553	2
58.217285	11.732184	25390.705	0.00040084124	-0.020115077	2
58.317383	11.732713	25528.045	0.00059604645	-0.020331144	2
58.41748	11.734876	25686.398	0.00026673079	-0.020354986	2
58.517578	11.734585	25864.391	0.00041276217	-0.020445883	2
58.617676	11.736195	26032.162	0.00037848949	-0.020557642	2
58.717773	11.737543	26214.641	0.00043511391	-0.020973384	2
58.817871	11.738862	26374.393	0.00026226044	-0.020934641	2
58.917969	11.740008	26554.572	0.00022351742	-0.02129674	2
59.018066	11.741369	26696.936	0.00040382147	-0.021195412	2
59.118164	11.742587	26871.096	0.00049471855	-0.021888316	2
59.218262	11.742795	27029.643	0.00064969063	-0.021967292	2
59.318359	11.744808	27182.26	0.00034421682	-0.02194643	2
59.418457	11.744333	27332.264	0.00030696392	-0.021916628	2
59.518555	11.746377	27488.209	0.00052005053	-0.022362173	2
59.618652	11.74621	27648.229	0.00052154064	-0.022110343	2
59.71875	11.747512	27792.512	0.00050216913	-0.022354722	2
59.818848	11.747523	27958.602	0.00018775463	-0.022464991	2
59.918945	11.749787	28105.195	0.00060498714	-0.02283752	2
60.019043	11.749942	28268.975	0.0004157424	-0.02310425	2
60.119141	11.751664	28441.73	0.00054240227	-0.023521483	2
60.219238	11.752834	28601.305	0.00048428774	-0.023524463	2
60.319336	11.752478	28801.602	0.00064373016	-0.023403764	2
60.419434	11.753559	28977.518	0.00067949295	-0.023822486	2
60.519531	11.755746	29213.117	0.00070482492	-0.024062395	2
60.619629	11.756583	29445.219	0.0003054738	-0.024276972	2
60.719727	11.757498	29644.455	0.00060796738	-0.024349988	2
60.819824	11.759334	29844.213	0.00030845404	-0.024656951	2
60.919922	11.75944	30052.311	0.0008970499	-0.025214255	2
61.02002	11.762001	30248.381	0.00080764294	-0.025370717	2
61.120117	11.764205	30436.662	0.0004068017	-0.025339425	2
61.220215	11.763848	30615.434	0.00070035458	-0.025376678	2
61.320313	11.763956	30796.207	0.00033825636	-0.026004016	2
61.42041	11.767402	30972.451	0.00034719706	-0.026398897	2
61.520508	11.766017	31125.809	0.00023841858	-0.026394427	2
61.620605	11.768328	31284.922	0.00041425228	-0.026421249	2
61.720703	11.768767	31455.281	0.00055879354	-0.02668798	2
61.820801	11.770348	31607.977	0.00038146973	-0.026917458	2
61.920898	11.770787	31764.467	0.00046789646	-0.027090311	2
62.020996	11.770741	31925.305	0.00047981739	-0.026756525	2
62.121094	11.773502	32081.963	0.00049769878	-0.027281046	2
62.221191	11.771311	32235.947	0.00058561563	-0.027492642	2
62.321289	11.773307	32398.967	0.00046044588	-0.027889013	2
62.421387	11.774186	32544.75	0.00052601099	-0.027823448	2
62.521484	11.776402	32702.184	0.00047534704	-0.027924776	2
62.621582	11.776812	32850.586	0.00094771385	-0.028081238	2
62.72168	11.778237	33015.152	0.00069141388	-0.028394163	2
62.821777	11.777477	33164.551	0.00066757202	-0.028648973	2
62.921875	11.780067	33316.391	0.00040233135	-0.028792024	2
63.021973	11.779087	33476.051	0.00061839819	-0.028683245	2
63.12207	11.78179	33642.949	0.00065416098	-0.029031932	2
63.222168	11.782509	33820.266	0.00045597553	-0.029295683	2
63.322266	11.783738	33995.66	0.00065416098	-0.029477477	2
63.422363	11.784054	34179.73	0.00078380108	-0.029322505	2
63.522461	11.784487	34394.469	0.00089854002	-0.02977103	2
63.622559	11.786489	34597.336	0.00067949295	-0.030200183	2
63.722656	11.788022	34833.859	0.00087320805	-0.030502677	2
63.822754	11.788372	35047.227	0.00092685223	-0.030395389	2
63.922852	11.79038	35269.125	0.0010088086	-0.030836463	2
64.022949	11.789781	35490.539	0.00092238188	-0.031103194	2
64.123047	11.791919	35708.098	0.0010922551	-0.031235814	2
64.223145	11.794188	35923.797	0.0011220574	-0.03131032	2
64.323242	11.793446	36135.906	0.00094473362	-0.031676888	2
